"","word","n"
"1292","as soon as you",33
"1293","at the time and",33
"1294","been a long time",33
"1295","bring to a boil",33
"1296","cake cake cake cake",33
"1297","coming out of the",33
"1298","do you think the",33
"1299","for it to be",33
"1300","for much of the",33
"1301","has to be the",33
"1302","he said it was",33
"1303","hope you are having",33
"1304","hope you're having a",33
"1305","i do not know",33
"1306","i don't care what",33
"1307","i don’t know how",33
"1308","i had a dream",33
"1309","i have never been",33
"1310","i haven't been on",33
"1311","i know that i",33
"1312","i need to know",33
"1313","i will be in",33
"1314","i'm going to go",33
"1315","i'm not sure if",33
"1316","if you ask me",33
"1317","in favor of the",33
"1318","in the coming months",33
"1319","in the first inning",33
"1320","in the new year",33
"1321","is likely to be",33
"1322","is the fact that",33
"1323","it is a great",33
"1324","it is not the",33
"1325","just want to be",33
"1326","may not be the",33
"1327","more often than not",33
"1328","nothing more than a",33
"1329","on the one hand",33
"1330","on the phone with",33
"1331","on the right side",33
"1332","on the road to",33
"1333","one of the worst",33
"1334","or something like that",33
"1335","over medium high heat",33
"1336","over the next two",33
"1337","right thing to do",33
"1338","seems to be the",33
"1339","smile on my face",33
"1340","so much to do",33
"1341","sounds like a great",33
"1342","thanks for your support",33
"1343","that i am not",33
"1344","the first thing i",33
"1345","the future of the",33
"1346","the national weather service",33
"1347","the next couple of",33
"1348","the other end of",33
"1349","the past five years",33
"1350","the president of the",33
"1351","the spirit of the",33
"1352","the two of them",33
"1353","the university of california",33
"1354","there seems to be",33
"1355","think like a man",33
"1356","this is where the",33
"1357","to be a very",33
"1358","to go on a",33
"1359","to spend time with",33
"1360","to the next level",33
"1361","wait to see what",33
"1362","want to be the",33
"1363","was able to get",33
"1364","we can't wait to",33
"1365","what can i say",33
"1366","what is best for",33
"1367","what would you do",33
"1368","which is why i",33
"1369","will let you know",33
"1370","with one of the",33
"1371","with the idea of",33
"1372","would be a great",33
"1373","you need to get",33
"1374","you want to go",33
"1375","a fan of the",32
"1376","a lot of them",32
"1377","a third of the",32
"1378","amazon services llc and",32
"1379","and a half years",32
"1380","and as a result",32
"1381","are a couple of",32
"1382","are one of the",32
"1383","as soon as we",32
"1384","at least once a",32
"1385","be a good one",32
"1386","cabin in the woods",32
"1387","came up with a",32
"1388","can you follow me",32
"1389","do not have to",32
"1390","for a little while",32
"1391","glad you liked it",32
"1392","going to make a",32
"1393","have to have a",32
"1394","he and his wife",32
"1395","i am not going",32
"1396","i do not want",32
"1397","i don't think it's",32
"1398","i had to get",32
"1399","i have decided to",32
"1400","i have yet to",32
"1401","i hope you all",32
"1402","i want to say",32
"1403","i wanted to go",32
"1404","i went to a",32
"1405","i'm not sure how",32
"1406","if you can get",32
"1407","if you do not",32
"1408","in less than a",32
"1409","in some of the",32
"1410","in such a way",32
"1411","in terms of the",32
"1412","in the car and",32
"1413","in the world is",32
"1414","is the most important",32
"1415","is the result of",32
"1416","it had to be",32
"1417","it makes me feel",32
"1418","it out of the",32
"1419","it would be great",32
"1420","it's time to get",32
"1421","near the end of",32
"1422","of the game and",32
"1423","of the holy spirit",32
"1424","on the first day",32
"1425","on this day in",32
"1426","one of the hardest",32
"1427","one of those things",32
"1428","out of the car",32
"1429","please feel free to",32
"1430","please please please please",32
"1431","right around the corner",32
"1432","said it would be",32
"1433","securities and exchange commission",32
"1434","spent a lot of",32
"1435","that i had to",32
"1436","the first quarter of",32
"1437","the last few weeks",32
"1438","the shit out of",32
"1439","through the end of",32
"1440","time for me to",32
"1441","to a lot of",32
"1442","to be back in",32
"1443","to be honest i",32
"1444","to talk about it",32
"1445","too much of a",32
"1446","trying to get the",32
"1447","us know what you",32
"1448","we don't have a",32
"1449","we have to do",32
"1450","what happened to the",32
"1451","what it takes to",32
"1452","what the hell is",32
"1453","what you need to",32
"1454","when i get home",32
"1455","who came out to",32
"1456","will be interesting to",32
"1457","with a time of",32
"1458","you have no idea",32
"1459","you have to have",32
"1460","am not going to",31
"1461","and i feel like",31
"1462","and i think i",31
"1463","and roll hall of",31
"1464","and thank you for",31
"1465","are going to get",31
"1466","as much as we",31
"1467","but i'm not sure",31
"1468","chicago illinois incorporated in",31
"1469","do not have a",31
"1470","do you think about",31
"1471","figured out how to",31
"1472","first half of the",31
"1473","first round of the",31
"1474","found a way to",31
"1475","going to do it",31
"1476","hard to believe that",31
"1477","has the potential to",31
"1478","hope you like it",31
"1479","how do i get",31
"1480","i am working on",31
"1481","i can't believe i",31
"1482","i had to make",31
"1483","i know i am",31
"1484","i know what you",31
"1485","i like to think",31
"1486","i look at the",31
"1487","i think a lot",31
"1488","i want to thank",31
"1489","i wanted to share",31
"1490","i was so excited",31
"1491","i would have been",31
"1492","i'm so proud of",31
"1493","i've been working on",31
"1494","if you're looking for",31
"1495","in a few days",31
"1496","in a state of",31
"1497","in the bay area",31
"1498","in the course of",31
"1499","in the eyes of",31
"1500","in the second round",31
"1501","in the top of",31
"1502","is the time to",31
"1503","it might be a",31
"1504","like the rest of",31
"1505","more than just a",31
"1506","no choice but to",31
"1507","now it's time to",31
"1508","on his way to",31
"1509","on the big screen",31
"1510","one of the world's",31
"1511","one of those people",31
"1512","part of the reason",31
"1513","plenty of time to",31
"1514","quite a bit of",31
"1515","rock and roll hall",31
"1516","sometimes you have to",31
"1517","thanks for coming out",31
"1518","thanks for spreading the",31
"1519","that is why i",31
"1520","that some of the",31
"1521","the fact that you",31
"1522","the first time that",31
"1523","the hell out of",31
"1524","the part of the",31
"1525","the past few days",31
"1526","the start of a",31
"1527","there is also a",31
"1528","there is no reason",31
"1529","tip of the day",31
"1530","to come back to",31
"1531","to come to the",31
"1532","to get away from",31
"1533","to live in a",31
"1534","to make sure i",31
"1535","to see what the",31
"1536","to set up a",31
"1537","to talk to me",31
"1538","up in the morning",31
"1539","us know if you",31
"1540","vice president of the",31
"1541","want to be able",31
"1542","want to talk to",31
"1543","was part of the",31
"1544","when i think about",31
"1545","when i was younger",31
"1546","with a bunch of",31
"1547","with all of the",31
"1548","you get a chance",31
"1549","you so much i",31
"1550","a group of people",30
"1551","a man and a",30
"1552","a whole bunch of",30
"1553","a wide range of",30
"1554","able to make it",30
"1555","all i have to",30
"1556","and the united states",30
"1557","as much as you",30
"1558","as opposed to the",30
"1559","at the back of",30
"1560","be a good idea",30
"1561","be found in the",30
"1562","be one of those",30
"1563","because it is a",30
"1564","but i want to",30
"1565","but that doesn't mean",30
"1566","by the time the",30
"1567","by the time we",30
"1568","did not have a",30
"1569","don't know why i",30
"1570","don't want to go",30
"1571","every single one of",30
"1572","for a few hours",30
"1573","for a while now",30
"1574","forward to working with",30
"1575","forward to your tweets",30
"1576","from the university of",30
"1577","give us a call",30
"1578","have to wait until",30
"1579","i can go to",30
"1580","i can see the",30
"1581","i don't feel like",30
"1582","i don't know where",30
"1583","i feel bad for",30
"1584","i think i'm going",30
"1585","i want to hear",30
"1586","i wanted to make",30
"1587","i will not be",30
"1588","i'll be able to",30
"1589","i'm just going to",30
"1590","i'm on my way",30
"1591","if there was a",30
"1592","if you are going",30
"1593","if you have the",30
"1594","if you live in",30
"1595","in the air and",30
"1596","in the past few",30
"1597","in the world to",30
"1598","it is a very",30
"1599","it is possible to",30
"1600","it looks like a",30
"1601","it's not going to",30
"1602","just let me know",30
"1603","like the idea of",30
"1604","lol thanks for the",30
"1605","looking for a new",30
"1606","looking forward to meeting",30
"1607","love to have you",30
