"","word","n"
"1451","why are you",125
"1452","will you be",125
"1453","you are in",125
"1454","you think you",125
"1455","a great job",124
"1456","all i can",124
"1457","and it will",124
"1458","been in the",124
"1459","can see the",124
"1460","first time i",124
"1461","for the best",124
"1462","he would have",124
"1463","i can say",124
"1464","i was not",124
"1465","is the one",124
"1466","it is so",124
"1467","just a little",124
"1468","my best friend",124
"1469","of thousands of",124
"1470","time of year",124
"1471","to hear the",124
"1472","to help you",124
"1473","wanted to do",124
"1474","was such a",124
"1475","was the only",124
"1476","you get to",124
"1477","you think of",124
"1478","across the street",123
"1479","better than the",123
"1480","between the two",123
"1481","but i will",123
"1482","i believe that",123
"1483","i just saw",123
"1484","is so much",123
"1485","it but i",123
"1486","not a good",123
"1487","of new york",123
"1488","of their own",123
"1489","over the weekend",123
"1490","the lives of",123
"1491","this year i",123
"1492","to go through",123
"1493","when i saw",123
"1494","with a new",123
"1495","are a lot",122
"1496","back to back",122
"1497","be a part",122
"1498","couple of years",122
"1499","deal with the",122
"1500","for following me",122
"1501","i am sure",122
"1502","i was there",122
"1503","i will never",122
"1504","last year the",122
"1505","me so i",122
"1506","no idea what",122
"1507","not in the",122
"1508","of the month",122
"1509","out for a",122
"1510","seemed to be",122
"1511","the form of",122
"1512","the man who",122
"1513","the new year",122
"1514","the value of",122
"1515","these are the",122
"1516","think it is",122
"1517","to do and",122
"1518","to follow me",122
"1519","to give it",122
"1520","to use it",122
"1521","trying to figure",122
"1522","will be there",122
"1523","you at the",122
"1524","you don't want",122
"1525","a great way",121
"1526","and i were",121
"1527","each other and",121
"1528","in the fall",121
"1529","in the late",121
"1530","live in a",121
"1531","of people who",121
"1532","over the top",121
"1533","play in the",121
"1534","said he had",121
"1535","said in an",121
"1536","so that i",121
"1537","soon as i",121
"1538","the future of",121
"1539","to get up",121
"1540","to put the",121
"1541","to the world",121
"1542","what are your",121
"1543","when they are",121
"1544","who want to",121
"1545","you can use",121
"1546","and now i",120
"1547","and the rest",120
"1548","are looking for",120
"1549","came to the",120
"1550","have time to",120
"1551","i have ever",120
"1552","i live in",120
"1553","i was at",120
"1554","if you don’t",120
"1555","in the summer",120
"1556","many of them",120
"1557","oh my god",120
"1558","other side of",120
"1559","st louis county",120
"1560","the possibility of",120
"1561","the result of",120
"1562","the time and",120
"1563","which is the",120
"1564","you know it",120
"1565","you like to",120
"1566","all sorts of",119
"1567","and all of",119
"1568","are expected to",119
"1569","be a little",119
"1570","even though the",119
"1571","if you think",119
"1572","is why i",119
"1573","just trying to",119
"1574","listening to the",119
"1575","lot of time",119
"1576","might as well",119
"1577","most of my",119
"1578","must have been",119
"1579","not have a",119
"1580","so excited for",119
"1581","the first thing",119
"1582","thought i would",119
"1583","to change the",119
"1584","what i do",119
"1585","world war ii",119
"1586","a hard time",118
"1587","a kind of",118
"1588","a long way",118
"1589","contributed to this",118
"1590","follow me i",118
"1591","is scheduled to",118
"1592","last time i",118
"1593","me want to",118
"1594","more than the",118
"1595","on in the",118
"1596","out of their",118
"1597","the most part",118
"1598","the quality of",118
"1599","the world to",118
"1600","time for a",118
"1601","to give up",118
"1602","to share with",118
"1603","was the best",118
"1604","a spokesman for",117
"1605","and try to",117
"1606","as it was",117
"1607","excited to be",117
"1608","have to take",117
"1609","he was in",117
"1610","i know it's",117
"1611","i'm not going",117
"1612","in a small",117
"1613","in the big",117
"1614","is supposed to",117
"1615","is the same",117
"1616","it if you",117
"1617","it is an",117
"1618","return to the",117
"1619","see you in",117
"1620","the way it",117
"1621","there are two",117
"1622","to get into",117
"1623","to return to",117
"1624","want to hear",117
"1625","was at the",117
"1626","who will be",117
"1627","you can also",117
"1628","a few times",116
"1629","and i hope",116
"1630","as opposed to",116
"1631","couple of days",116
"1632","for a little",116
"1633","i could be",116
"1634","i made a",116
"1635","in the playoffs",116
"1636","it is in",116
"1637","it seems to",116
"1638","new york and",116
"1639","not sure what",116
"1640","said he would",116
"1641","she was a",116
"1642","sides of the",116
"1643","start of the",116
"1644","talk about the",116
"1645","talk to you",116
"1646","the board of",116
"1647","the key to",116
"1648","think it was",116
"1649","to be there",116
"1650","to help the",116
"1651","to play with",116
"1652","what they are",116
"1653","what you do",116
"1654","you look at",116
"1655","you would like",116
"1656","got to be",115
"1657","had to go",115
"1658","he told me",115
"1659","how many times",115
"1660","i really like",115
"1661","i think of",115
"1662","i took a",115
"1663","in response to",115
"1664","me that i",115
"1665","no need to",115
"1666","of the american",115
"1667","that is what",115
"1668","the shout out",115
"1669","the type of",115
"1670","there would be",115
"1671","they are the",115
"1672","to get on",115
"1673","and as a",114
"1674","and some of",114
"1675","day in the",114
"1676","don't know why",114
"1677","figure out how",114
"1678","has become a",114
"1679","here in the",114
"1680","hit me up",114
"1681","how do i",114
"1682","i knew it",114
"1683","in a new",114
"1684","is a big",114
"1685","is not an",114
"1686","it has to",114
"1687","it was very",114
"1688","kind of a",114
"1689","left in the",114
"1690","much for the",114
"1691","not at all",114
"1692","so i am",114
"1693","sorry for the",114
"1694","the case of",114
"1695","the first two",114
"1696","the life of",114
"1697","the need for",114
"1698","to be so",114
"1699","to do some",114
"1700","to leave the",114
"1701","wait to get",114
"1702","we do not",114
"1703","where you can",114
"1704","would you like",114
"1705","years ago i",114
"1706","you and i",114
"1707","you have an",114
"1708","you if you",114
"1709","an average of",113
"1710","an effort to",113
"1711","and we will",113
"1712","at this time",113
"1713","be in a",113
"1714","but i can",113
"1715","cinco de mayo",113
"1716","do you like",113
"1717","find a way",113
"1718","for a week",113
"1719","get ready for",113
"1720","i was like",113
"1721","if you can't",113
"1722","in on the",113
"1723","it and i",113
"1724","it must be",113
"1725","later in the",113
"1726","most of them",113
"1727","on the show",113
"1728","one in the",113
"1729","so i could",113
"1730","so it was",113
"1731","so many people",113
"1732","such a great",113
"1733","that they have",113
"1734","this time of",113
"1735","thought it would",113
"1736","you go to",113
"1737","a way of",112
"1738","a whole lot",112
"1739","a year and",112
"1740","as i can",112
"1741","for the weekend",112
"1742","hope all is",112
"1743","i can go",112
"1744","i really don't",112
"1745","it was in",112
"1746","it was time",112
"1747","me on the",112
"1748","said that the",112
"1749","stay tuned for",112
"1750","the day of",112
"1751","the nature of",112
"1752","them to the",112
"1753","to play the",112
"1754","want to have",112
"1755","working on the",112
"1756","years ago and",112
"1757","you are going",112
"1758","but i'm not",111
"1759","cant wait to",111
"1760","for a good",111
"1761","go to school",111
"1762","have a new",111
"1763","he had to",111
"1764","he would be",111
"1765","i got my",111
"1766","i haven't been",111
"1767","in the coming",111
"1768","most of us",111
"1769","no one is",111
"1770","off to the",111
"1771","role in the",111
"1772","that awkward moment",111
"1773","that could be",111
"1774","that there was",111
"1775","the first one",111
"1776","the obama administration",111
"1777","think of the",111
"1778","to give the",111
"1779","to participate in",111
"1780","what i want",111
"1781","years in prison",111
"1782","and he is",110
"1783","as for the",110
"1784","be used to",110
"1785","beginning of the",110
"1786","follow me back",110
"1787","has always been",110
"1788","i could see",110
"1789","i don't get",110
"1790","i don’t want",110
"1791","i hope i",110
"1792","may be the",110
"1793","of the great",110
"1794","out of this",110
"1795","out of your",110
"1796","over the world",110
"1797","pick up the",110
"1798","she has a",110
"1799","some of these",110
"1800","thanks for coming",110
"1801","that i think",110
"1802","the house and",110
"1803","why do you",110
"1804","appeared to be",109
"1805","at least the",109
"1806","at that time",109
"1807","because i was",109
"1808","been trying to",109
"1809","can get a",109
"1810","get in the",109
"1811","have to pay",109
"1812","if i were",109
"1813","in such a",109
"1814","it or not",109
"1815","it was my",109
"1816","more of the",109
"1817","need to make",109
"1818","of more than",109
"1819","of what i",109
"1820","on the radio",109
"1821","on the street",109
"1822","since i was",109
